Row Labels;Max of 1Uex;Max of 1Dex;Max of 3Uex;Max of 3Dex;Max of 7Uex;Max of 7Dex;Max of 1Uin;Max of 1Din;Max of 3Uin;Max of 3Din;Max of 7Uin;Max of 7Din
A_70_P040371;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P040456;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P040561;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P040566;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P040576;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P040581;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P040641;0;0;0;1;0;0;0;0;0;0;0;0
A_70_P040686;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P040721;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P040736;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P040751;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P040786;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P040796;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P040816;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P040836;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P040846;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P040856;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P040991;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P041006;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P041021;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P041056;0;0;1;0;0;0;0;0;0;0;0;0
A_70_P041061;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P041077;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P041141;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P041176;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P041227;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P041252;0;0;0;0;0;0;0;1;0;0;0;0
A_70_P041271;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P041276;0;0;0;0;0;0;0;1;0;0;0;0
A_70_P041277;0;0;0;0;0;0;0;1;0;0;0;0
A_70_P041311;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P041326;0;0;0;0;0;0;0;1;0;0;0;0
A_70_P041327;0;0;0;0;0;0;0;1;0;0;0;0
A_70_P041332;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P041346;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P041351;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P041352;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P041366;0;0;0;1;0;0;0;0;0;0;0;0
A_70_P041451;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P041457;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P041461;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P041471;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P041491;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P041516;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P041517;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P041536;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P041576;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P041577;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P041591;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P041596;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P041601;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P041602;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P041609;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P041646;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P041696;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P041697;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P041706;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P041732;0;0;0;1;0;0;0;0;0;0;0;0
A_70_P041746;0;0;0;0;0;0;0;1;0;0;0;0
A_70_P041751;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P041752;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P041766;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P041791;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P041792;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P041801;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P041802;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P041901;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P041916;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P041986;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P041996;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P042026;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P042051;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P042076;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P042096;0;0;0;1;0;0;0;0;0;0;0;0
A_70_P042106;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P042116;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P042161;0;0;1;0;0;0;0;0;0;0;0;0
A_70_P042186;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P042216;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P042246;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P042286;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P042296;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P042316;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P042326;0;0;1;0;0;0;0;0;0;0;0;0
A_70_P042341;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P042361;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P042371;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P042401;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P042406;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P042426;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P042496;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P042506;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P042531;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P042546;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P042556;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P042621;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P042636;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P042661;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P042671;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P042821;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P042836;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P042841;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P042851;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P042891;0;0;1;0;0;0;0;0;0;0;0;0
A_70_P042926;0;0;0;0;0;0;0;1;0;0;0;0
A_70_P042966;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P042981;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P042991;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P043001;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P043011;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P043021;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P043046;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P043056;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P043071;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P043096;0;0;0;1;0;0;0;0;0;0;0;0
A_70_P043121;0;0;1;0;0;0;0;0;0;0;0;0
A_70_P043181;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P043201;0;0;1;0;0;0;0;0;0;0;0;0
A_70_P043221;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P043291;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P043311;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P043326;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P043426;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P043451;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P043466;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P043496;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P043501;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P043516;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P043551;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P043561;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P043616;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P043631;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P043636;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P043801;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P043806;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P043831;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P043836;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P043891;0;0;0;1;0;0;0;0;0;0;0;0
A_70_P043896;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P043931;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P044001;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P044011;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P044061;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P044086;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P044091;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P044156;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P044176;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P044181;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P044201;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P044206;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P044211;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P044241;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P044256;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P044316;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P044341;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P044391;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P044396;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P044426;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P044441;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P044456;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P044461;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P044466;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P044471;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P044501;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P044506;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P044511;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P044601;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P044621;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P044641;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P044666;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P044681;0;0;0;0;0;0;0;1;0;0;0;0
A_70_P044696;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P044701;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P044731;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P044756;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P044811;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P044876;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P044926;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P044981;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P045016;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P045061;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P045141;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P045181;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P045186;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P045221;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P045226;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P045251;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P045256;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P045291;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P045331;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P045371;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P045396;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P045401;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P045416;0;0;0;0;0;0;0;1;0;0;0;0
A_70_P045426;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P045481;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P045501;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P045511;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P045531;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P045566;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P045681;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P045716;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P045726;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P045741;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P045751;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P045791;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P045801;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P045816;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P045856;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P045901;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P045961;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P046011;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P046021;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P046031;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P046116;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P046156;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P046161;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P046166;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P046186;0;0;0;0;0;0;0;1;0;0;0;0
A_70_P046201;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P046221;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P046236;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P046246;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P046286;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P046336;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P046386;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P046431;0;0;1;0;0;0;0;0;0;0;0;0
A_70_P046506;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P046546;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P046631;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P046641;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P046681;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P046686;0;0;0;0;0;0;0;0;0;0;1;0
A_70_P046766;0;0;0;0;0;0;0;1;0;0;0;0
A_70_P046786;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P046796;0;0;1;0;0;0;0;0;0;0;0;0
A_70_P046826;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P046836;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P046851;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P046852;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P046856;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P046951;0;0;0;0;0;0;0;0;0;0;1;0
A_70_P046961;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P046971;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P046986;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P046996;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P047046;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P047071;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P047091;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P047121;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P047151;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P047161;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P047191;0;0;0;0;0;0;0;1;0;0;0;0
A_70_P047231;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P047276;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P047291;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P047316;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P047326;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P047346;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P047361;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P047426;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P047441;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P047506;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P047526;0;0;0;0;0;0;0;1;0;0;0;0
A_70_P047531;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P047541;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P047566;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P047606;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P047626;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P047666;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P047736;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P047761;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P047792;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P047841;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P047886;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P047901;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P047916;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P047940;0;0;0;0;0;0;0;0;0;0;1;0
A_70_P047961;0;0;0;0;0;0;0;0;0;0;1;0
A_70_P047976;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P047981;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P047986;0;0;0;0;0;0;0;0;0;0;1;0
A_70_P048021;0;0;1;0;0;0;0;0;0;0;0;0
A_70_P048071;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P048091;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P048111;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P048171;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P048176;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P048206;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P048216;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P048221;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P048246;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P048286;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P048321;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P048336;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P048371;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P048391;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P048436;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P048441;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P048446;0;0;0;1;0;0;0;0;0;0;0;0
A_70_P048461;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P048516;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P048521;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P048536;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P048556;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P048561;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P048566;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P048636;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P048651;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P048681;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P048791;0;0;1;0;0;0;0;0;0;0;0;0
A_70_P048816;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P048851;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P048861;0;0;0;0;0;0;0;1;0;0;0;0
A_70_P048936;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P048946;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P048991;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P049021;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P049041;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P049056;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P049066;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P049086;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P049091;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P049101;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P049106;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P049141;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P049191;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P049206;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P049236;0;0;0;1;0;0;0;0;0;0;0;0
A_70_P049241;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P049281;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P049301;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P049316;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P049391;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P049426;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P049441;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P049446;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P049451;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P049452;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P049471;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P049496;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P049551;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P049556;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P049666;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P049891;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P049906;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P049916;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P049921;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P050036;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P050041;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P050051;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P050071;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P050086;0;0;0;0;0;0;0;0;0;0;1;0
A_70_P050121;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P050126;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P050131;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P050171;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P050221;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P050246;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P050251;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P050271;0;0;0;1;0;0;0;0;0;0;0;0
A_70_P050286;0;0;0;0;0;0;0;0;0;0;1;0
A_70_P050301;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P050316;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P050326;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P050356;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P050361;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P050386;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P050396;0;0;0;0;0;0;0;0;0;0;1;0
A_70_P050411;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P050441;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P050451;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P050486;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P050546;0;0;0;0;0;0;0;0;0;0;1;0
A_70_P050561;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P050576;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P050641;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P050671;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P050681;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P050741;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P050772;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P050791;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P050901;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P050916;0;0;0;1;0;0;0;0;0;0;0;0
A_70_P050951;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P050966;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P050967;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P050981;0;0;0;1;0;0;0;0;0;0;0;0
A_70_P050987;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P050996;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P051006;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P051056;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P051057;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P051156;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P051166;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P051171;0;0;0;1;0;0;0;0;0;0;0;0
A_70_P051176;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P051177;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P051181;0;0;0;0;0;0;0;1;0;0;0;0
A_70_P051182;0;0;0;0;0;0;0;1;0;0;0;0
A_70_P051196;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P051221;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P051226;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P051227;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P051231;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P051281;0;0;0;0;0;1;0;0;0;0;0;0
A_70_P051361;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P051386;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P051387;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P051431;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P051466;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P051471;0;0;0;0;0;0;0;0;0;0;1;0
A_70_P051476;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P051531;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P051566;0;0;0;0;0;0;0;0;0;1;0;0
A_70_P051611;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P051621;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P051631;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P051632;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P051636;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P051681;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P051686;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P051696;0;0;0;0;1;0;0;0;0;0;0;0
A_70_P051726;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P051736;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P051741;0;0;0;0;0;0;0;0;1;0;0;0
A_70_P051791;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P051801;0;1;0;0;0;0;0;0;0;0;0;0
A_70_P051836;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P051851;0;0;0;0;0;0;1;0;0;0;0;0
A_70_P051871;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P051881;0;0;0;0;0;0;0;0;0;0;0;1
A_70_P051886;1;0;0;0;0;0;0;0;0;0;0;0
A_70_P051911;0;0;0;0;0;0;0;0;0;1;0;0
